Date,VNQ,VNQI,SCHH,IYR,XLRE,RWR,RWX,RWO,ICF,REET,REM,USRT,FREL,IFGL,MORL,KBWY,REZ,GQRE,WPS,MORT,SRET,URE,FRI,DRW,MRRL,ROOF,GRI,FFR,DRN,TAO,PSR,IFEU,EWRE,SRS,DRV,WREI,REK,LRET,PRME
2018/11/12,79.27,53.26,41.28,79.61,32.88,92.07,36.16,46.65,101.3,24.59,41.43,47.74,23.73,27.46,13.12,30.15,64.06,58.33,35.07,22.34,14.23,64.74,23.06,28.31,12.98,23.86,43.05,43.73,21.06,23.99,81.53,36.46,27.59,27.25,9.14,44.87,15.38,22.76,19.36
2018/11/19,78.47,52.94,40.97,78.6,32.4,91.27,36.08,46.36,100.29,24.45,41.09,47.36,23.47,27.25,13.07,29.94,64.18,57.95,34.81,22.25,14.16,63.18,22.91,28.17,12.89,23.73,42.73,43.7,20.53,24.07,80.41,35.93,27.4,27.93,9.39,45.1,15.61,23.11,19.28
2018/11/26,80.44,53.64,41.96,80.72,33.27,93.63,36.06,47.06,102.69,24.78,41.84,48.45,24.07,27.5,13.3,30.52,65.88,58.63,35.13,22.49,14.29,66.47,23.45,28.53,13.15,24.22,43.4,43.97,22.03,25.07,81.86,35.6,27.94,26.56,8.72,45.95,15.23,23.55,19.41
2018/12/3,80.57,53.18,42.14,80.7,33.37,93.89,36.1,47.16,103.39,24.9,41.76,48.67,24.09,27.45,13.26,30.38,66.48,58.57,35.2,22.53,14.2,66.61,23.53,28.34,13.17,24.11,43.72,44.32,22.19,24.62,82.83,35.22,28.1,26.38,8.59,46.57,15.13,23.95,19.4
2018/12/10,78.15,53.38,40.62,79.29,32.84,91.55,35.87,46.38,101.17,24.51,41.29,47.68,23.67,27.34,12.88,29.75,65.2,57.95,34.99,22.18,14.15,64.17,23.06,28.46,12.77,23.55,43.01,43.66,20.82,25.33,81.31,35.04,27.62,27.33,9.08,45.57,15.46,22.79,18.99
2018/12/17,73.86,51.69,38.46,73.73,30.42,85.78,34.84,44.06,94.65,22.95,37.6,44.34,21.92,26.24,11.13,26.58,62.13,54.32,33.43,20.62,13.13,56.05,21.28,27.59,10.96,21.56,40.71,41.25,16.83,24.14,76.39,33.71,25.95,31.12,10.94,43.08,16.5,19.91,17.9
2018/12/24,73.84,51.01,38.25,74.18,30.76,84.24,34.29,43.71,94.77,23.31,39.74,44.36,22.09,26.84,11.88,26.54,61.7,55.4,34.24,20.8,13.19,55.41,21.46,27.62,11.67,21.17,41.09,41.79,16.35,22.59,75.17,34.03,25.59,30.76,10.98,42.46,16.42,19.63,18.08
2018/12/31,73.79,53.26,38.03,74.05,30.56,84.72,35.92,44.35,93.91,23.4,40.38,44.24,22.06,27.24,12.37,28.16,60.86,55.86,34.89,21.66,13.54,55.64,21.4,28.18,12.01,22.04,41.22,41.92,16.21,24.62,75.66,34.57,25.73,30.91,11.02,42.72,16.47,19.56,18.04
2019/1/7,77.2,54.66,39.91,77.38,31.79,88.89,36.89,46.08,98.12,24.32,41.27,46.42,23.08,28.08,12.51,29.95,63.45,58.09,35.93,22.14,14.13,60.44,22.41,29.02,11.96,23.1,42.57,43.56,18.7,25.37,79.03,35.68,26.89,28.34,9.55,44.67,15.81,21.33,18.77
2019/1/14,78.87,55.28,40.82,79.1,32.47,90.89,37.24,46.87,100.21,24.71,41.77,47.42,23.57,28.37,13.18,30.52,65.17,59.18,36.39,22.35,14.3,62.98,22.91,29.64,12.74,23.45,43.44,44.33,19.83,25.72,80.46,36.12,27.52,27.2,8.95,45.6,15.5,22.24,19.22
2019/1/21,79.89,56,41.3,80.07,32.94,91.98,37.76,47.56,101.2,25.09,42.31,47.93,23.86,28.8,13.67,30.58,66.16,59.91,36.84,22.53,14.45,64.85,23.15,30.14,13,23.79,43.97,44.89,20.48,26.29,81.54,36.89,27.93,26.52,8.69,46.27,15.31,22.71,19.48
2019/1/28,82.29,57.14,42.48,82.38,33.93,94.62,38.56,48.65,104.4,25.71,42.8,49.37,24.59,29.3,13.97,31.47,67.74,61.09,37.55,22.95,14.73,68.67,23.87,30.72,13.46,24.36,45.04,45.97,22.43,27.04,84.15,37.72,28.69,25.03,7.93,47.7,14.86,23.99,19.98
2019/2/4,83.52,56.87,43.31,83.53,34.37,96.41,38.3,48.97,106.28,26.02,42.92,50.26,24.97,29.17,13.91,31.74,69.07,61.58,37.22,22.96,14.65,70.34,24.28,30.68,13.41,24.76,45.18,46.25,23.67,27.38,85.25,37,29.02,24.37,7.49,48.78,14.68,24.82,20.14
2019/2/11,84.49,56.8,43.61,84.45,34.8,97.12,38.04,49.05,107.42,26.05,42.47,50.64,25.24,29.15,14,31.86,69.11,61.94,37.27,22.8,14.62,71.72,24.41,30.51,13.15,24.86,45.58,46.39,24.03,27.23,86.06,36.54,29.27,23.89,7.35,49.2,14.54,25.08,20.2
2019/2/18,84.52,57.33,43.7,84.39,34.88,97.41,38.18,49.26,107.69,26.1,42.61,50.77,25.26,29.28,14.05,31.01,68.46,62.56,37.54,22.95,14.69,71.67,24.47,30.77,13.31,24.93,45.96,46.54,24.27,27.94,86.25,36.68,29.4,23.91,7.33,49.01,14.55,25.24,20.36
2019/2/25,83.14,57.04,42.92,83.38,34.47,95.61,38.12,48.79,106.42,25.77,42.42,49.85,24.86,29.17,13.89,29.63,67.82,61.67,37.37,22.68,14.48,69.87,23.97,30.62,13.16,24.25,45.43,46.01,22.88,27.7,85.25,36.92,29.05,24.53,7.75,49.01,14.73,24.35,20.19
2019/3/4,83.26,56.85,42.95,83.51,34.62,95.73,38.18,48.78,106.82,25.83,42.31,49.86,24.9,29.23,13.64,28.97,68.42,61.63,37.36,22.69,14.29,70.05,24.01,30.46,12.99,24.11,45.52,45.97,22.87,27.29,85.54,37,29.11,24.46,7.75,49.01,14.73,24.35,20.16
2019/3/11,85.15,58.3,43.79,85.4,35.26,97.55,38.89,49.73,109.13,26.3,43.03,50.79,25.2,29.9,14.04,29.53,69.83,62.72,38.17,22.94,14.6,73.24,24.48,31.28,13.28,24.52,46.53,47.02,24.13,28.35,87.43,38.18,29.66,23.4,7.28,49.01,14.4,25.07,20.6
2019/3/18,85.61,58.5,43.77,85.27,35.8,97.24,38.7,49.53,109.38,26.12,42.04,50.65,25.56,29.79,14.14,29.52,69.76,62.94,37.98,22.85,14.59,73.92,24.49,31.36,13.25,24.54,46.61,47,24.47,28.76,87.99,37.94,29.7,23.07,7.15,49.01,14.28,25.57,20.75
2019/3/25,86.29,59.57,44.43,87.04,36.22,98.92,39.28,50.03,111.2,26.72,43.34,51.72,25.97,30.4,14.47,30.51,70.7,63.92,38.85,23.19,14.83,76.05,24.9,32.03,13.6,24.77,47.45,47.86,25.47,30.01,89.12,37.93,29.98,22.54,6.9,49.01,14.16,25.98,20.91
2019/4/1,87.84,59.57,44.92,87.95,36.55,99.99,38.88,50.18,112.23,26.78,43.72,52.29,26.25,30.21,14.56,31.02,70.72,64.12,38.58,23.07,14.99,77.55,25.13,32.33,13.86,25.42,47.53,47.83,26.14,30.77,90.04,38.07,30.3,22.08,6.7,49.01,14.02,26.59,20.79
2019/4/8,88.05,59.41,45.01,88.17,36.7,100.22,38.93,50.35,112.6,26.95,43.8,52.37,26.32,30.12,14.3,30.58,70.89,64.19,38.37,23.45,15.04,77.87,25.17,32.36,13.39,25.35,47.33,47.73,26.06,30.7,90.64,38.04,30.33,21.97,6.68,49.01,13.99,26.38,20.92
2019/4/15,85.49,58.57,43.69,85.64,35.53,97.24,38.65,49.31,109.2,26.28,43.67,50.84,25.53,29.7,14.36,29.79,68.63,62.82,37.74,23.41,14.96,73.39,24.45,31.86,13.81,24.82,46.23,46.79,23.85,29.73,87.55,37.66,29.35,23.28,7.26,49.01,14.39,25.16,20.55
2019/4/22,86.8,58.67,44.41,86.85,35.99,98.83,38.74,49.84,110.9,26.61,44.24,51.7,25.91,29.71,14.67,30.1,69.82,63.51,37.84,23.7,15.14,75.38,24.82,31.69,14.19,25.17,46.75,47.15,24.93,29.31,88.78,37.59,29.76,22.65,6.94,49.01,14.2,26,20.79
2019/4/29,87.67,58.74,44.87,87.66,36.35,99.97,38.77,50.21,112.3,26.79,43.85,52.34,26.21,29.78,14.53,31.07,71.01,63.86,38.01,23.58,15.02,76.63,25.11,31.78,14.01,25.55,47.07,47.69,25.86,29.71,89.8,37.65,29.97,22.24,6.63,49.01,14.07,26.68,20.72
2019/5/6,86.86,57.97,44.43,86.88,36.11,98.91,38.68,49.75,111.19,26.57,43.35,51.88,25.97,29.72,14.15,31.28,70.73,63.19,37.82,23.26,14.95,75.29,24.85,31.2,13.48,25.26,46.69,47.3,25.12,28.41,89.25,38.1,29.65,22.58,6.84,49.01,14.16,25.96,20.56
2019/5/13,87.68,57.97,44.78,87.71,36.48,99.74,38.63,50.06,112.47,26.79,43.13,52.32,26.19,29.84,14.3,31.11,71.67,63.37,37.98,23.16,14.88,76.55,25.07,31.04,13.51,25.4,47.25,47.6,25.81,27.91,90.05,37.81,29.97,22.22,6.64,49.01,14.02,26.59,20.76
2019/5/15,87.68,57.97,44.78,87.71,36.48,99.74,38.63,50.06,112.48,26.79,43.13,52.32,26.19,29.84,14.3,31.12,71.67,63.37,37.98,23.16,14.88,76.55,25.07,31.04,13.51,25.38,47.24,47.6,25.81,27.9,90.05,37.81,29.97,22.22,6.64,49.01,14.02,26.43,20.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
